area,crimeType,count,year,month,day,hour,festival,riskLevel
Mattakadai,theft,4,2024,3,22,8,,high
Nazreth,robbery,2,2024,7,30,5,Vishu,moderate
Beach Road,drug abuse,7,2024,6,8,1,New Year,high
Beach Road,vandalism,5,2024,9,27,10,New Year,low
Millerpuram,murder,4,2024,8,29,5,Vishu,low
Therespuram,murder,9,2024,10,27,15,Pongal,high
Mattakadai,assault,3,2023,1,6,3,Christmas,low
Beach Road,vandalism,3,2024,2,17,6,,high
Tiruchendur Road,drug abuse,7,2023,11,13,1,Diwali,high
New Colony,harassment,4,2024,4,12,23,Christmas,moderate
Nazreth,murder,8,2024,7,17,5,New Year,low
Victoria Extension,drug abuse,3,2024,11,11,8,,moderate
Athimarapatti,harassment,8,2024,5,13,13,Diwali,low
Tiruchendur Road,theft,6,2024,4,7,17,Diwali,moderate
Tiruchendur Road,harassment,10,2023,5,27,1,Vishu,low
Tiruchendur Road,drug abuse,2,2023,6,22,3,Diwali,low
Athimarapatti,theft,1,2023,8,10,12,Christmas,moderate
Bryant Nagar,murder,9,2023,7,23,16,Ayudha Pooja,moderate
Pearl City,robbery,10,2023,9,16,14,Diwali,low
Millerpuram,robbery,10,2024,7,28,6,Ayudha Pooja,moderate
Athimarapatti,drug abuse,10,2024,1,20,10,Diwali,moderate
Bryant Nagar,harassment,5,2023,10,29,18,Ayudha Pooja,moderate
Beach Road,robbery,3,2023,6,20,17,New Year,low
New Colony,robbery,2,2024,7,24,0,,moderate
Third Mile,murder,2,2024,2,18,3,Ayudha Pooja,low
Therespuram,murder,3,2024,6,14,11,Ayudha Pooja,moderate
New Colony,assault,5,2023,9,3,20,Diwali,high
Millerpuram,harassment,8,2024,4,9,6,New Year,moderate
New Colony,theft,1,2023,2,4,12,Pongal,moderate
Kovilpillai Nagar,murder,1,2024,8,29,9,,high
Pearl City,assault,6,2023,7,24,22,Ayudha Pooja,moderate
Athimarapatti,robbery,7,2023,4,9,20,Diwali,low
Bryant Nagar,murder,7,2024,6,30,5,Christmas,low
Therespuram,assault,1,2024,12,29,4,Ayudha Pooja,high
Millerpuram,drug abuse,8,2023,6,29,12,,low
Mattakadai,robbery,8,2023,11,5,6,Christmas,moderate
Millerpuram,murder,7,2023,1,23,14,Ayudha Pooja,moderate
Athimarapatti,vandalism,6,2023,5,29,5,Vishu,low
Beach Road,drug abuse,5,2024,12,3,9,New Year,moderate
Pearl City,vandalism,7,2024,7,30,16,Pongal,high
Third Mile,theft,10,2023,11,11,1,Diwali,high
Victoria Extension,robbery,1,2024,1,5,7,Vishu,moderate
Nazreth,drug abuse,6,2023,7,9,18,Christmas,high
Therespuram,robbery,10,2023,4,25,23,Diwali,low
Tiruchendur Road,harassment,4,2024,3,20,7,Pongal,high
New Colony,assault,5,2024,11,9,8,Ayudha Pooja,high
Thoothukudi Port,vandalism,7,2023,7,17,7,Pongal,moderate
Beach Road,theft,8,2024,12,4,16,Pongal,low
New Colony,assault,10,2023,4,2,22,Christmas,high
Millerpuram,drug abuse,9,2024,11,25,23,Christmas,low
Third Mile,harassment,6,2023,2,6,14,Diwali,low
Pearl City,harassment,3,2023,5,22,3,New Year,moderate
Third Mile,robbery,2,2024,1,23,9,Pongal,low
Victoria Extension,theft,5,2024,8,7,5,,low
Beach Road,robbery,5,2024,5,28,9,Vishu,low
Muthiahpuram,theft,9,2023,8,23,17,,low
New Colony,robbery,8,2024,3,31,0,Pongal,moderate
Millerpuram,theft,10,2024,12,26,17,New Year,low
New Colony,theft,9,2024,1,5,5,Vishu,low
Therespuram,murder,4,2023,4,11,10,,moderate
Beach Road,theft,6,2023,10,25,17,Diwali,moderate
Therespuram,harassment,5,2023,8,14,23,Diwali,high
Therespuram,theft,3,2024,3,15,23,,moderate
Bryant Nagar,vandalism,1,2023,3,14,2,Ayudha Pooja,moderate
New Colony,vandalism,4,2023,11,3,1,New Year,low
Nazreth,drug abuse,7,2024,11,13,12,Pongal,high
New Colony,theft,7,2024,4,26,20,Vishu,moderate
Thoothukudi Port,harassment,6,2023,3,10,2,Ayudha Pooja,low
Thoothukudi Port,vandalism,7,2024,4,2,23,,moderate
Bryant Nagar,assault,10,2024,7,28,23,Christmas,moderate
New Colony,murder,10,2023,1,11,1,Pongal,moderate
Athimarapatti,drug abuse,8,2023,12,15,23,Pongal,moderate
Millerpuram,assault,5,2023,4,18,1,Pongal,high
Muthiahpuram,robbery,5,2023,3,12,8,,high
Bryant Nagar,theft,6,2023,7,9,18,New Year,low
Bryant Nagar,theft,4,2024,1,10,14,Vishu,high
Mattakadai,robbery,2,2023,3,13,7,Vishu,high
Victoria Extension,robbery,9,2023,10,10,23,Christmas,low
Beach Road,theft,1,2023,5,23,12,,low
Nazreth,robbery,3,2023,8,28,11,,high
New Colony,assault,5,2023,12,1,9,,low
Muthiahpuram,robbery,8,2023,9,1,12,Ayudha Pooja,low
Victoria Extension,harassment,10,2024,7,30,9,Vishu,low
Bryant Nagar,vandalism,4,2023,9,18,4,New Year,high
Nazreth,harassment,7,2024,10,13,2,Diwali,moderate
Pearl City,murder,4,2023,11,28,14,New Year,low
Muthiahpuram,murder,5,2023,2,25,18,Vishu,moderate
Pearl City,drug abuse,10,2024,1,27,19,Vishu,low
Therespuram,assault,7,2024,11,2,0,Ayudha Pooja,moderate
Beach Road,vandalism,5,2024,4,1,18,New Year,high
Therespuram,vandalism,5,2024,6,18,14,,low
Tiruchendur Road,murder,5,2023,3,25,5,Pongal,high
Victoria Extension,robbery,6,2024,5,9,16,New Year,high
Kovilpillai Nagar,assault,1,2024,11,21,16,Diwali,low
Thoothukudi Port,drug abuse,1,2023,6,16,22,Pongal,moderate
Pearl City,robbery,9,2024,5,10,22,Ayudha Pooja,moderate
Thoothukudi Port,theft,10,2024,3,29,21,,high
Nazreth,drug abuse,1,2024,11,20,23,Christmas,high
Muthiahpuram,harassment,4,2024,2,23,10,Pongal,moderate
Third Mile,vandalism,10,2024,10,24,4,,high
Therespuram,drug abuse,1,2023,8,6,10,Pongal,high
Third Mile,assault,6,2024,11,4,19,Ayudha Pooja,low
Third Mile,harassment,4,2023,1,5,11,Ayudha Pooja,low
Mattakadai,vandalism,6,2023,5,13,0,Vishu,moderate
Kovilpillai Nagar,theft,4,2024,5,16,21,Diwali,moderate
Mattakadai,drug abuse,5,2024,2,15,5,Diwali,low
Bryant Nagar,vandalism,5,2024,2,25,17,,high
Millerpuram,vandalism,9,2024,8,3,1,Pongal,high
Kovilpillai Nagar,theft,8,2024,1,14,21,,moderate
Millerpuram,assault,10,2024,8,26,0,,high
Bryant Nagar,vandalism,5,2024,8,15,10,New Year,moderate
Athimarapatti,theft,5,2023,5,25,7,Diwali,low
Millerpuram,assault,8,2023,3,5,4,Diwali,high
Third Mile,robbery,1,2023,8,23,12,,moderate
Nazreth,drug abuse,6,2023,2,10,14,Christmas,high
Thoothukudi Port,theft,6,2024,10,25,6,Pongal,low
New Colony,robbery,6,2023,10,26,15,Ayudha Pooja,low
Bryant Nagar,murder,1,2024,2,7,3,Pongal,moderate
Tiruchendur Road,theft,1,2024,6,6,13,Vishu,moderate
Nazreth,theft,8,2023,6,8,5,Vishu,high
Kovilpillai Nagar,murder,3,2023,2,3,14,,moderate
Muthiahpuram,robbery,9,2024,2,26,22,New Year,low
Tiruchendur Road,vandalism,10,2023,11,15,17,,moderate
Pearl City,murder,8,2024,11,18,16,Pongal,moderate
New Colony,vandalism,8,2024,12,8,21,New Year,low
Third Mile,drug abuse,6,2023,4,7,18,Diwali,moderate
Tiruchendur Road,harassment,8,2024,11,25,18,Diwali,low
Athimarapatti,assault,2,2024,3,23,0,Diwali,moderate
Millerpuram,vandalism,3,2024,12,9,21,Ayudha Pooja,moderate
Millerpuram,robbery,10,2023,12,22,1,Diwali,moderate
Millerpuram,vandalism,3,2024,11,27,21,,moderate
Athimarapatti,drug abuse,9,2023,7,24,19,Christmas,high
Victoria Extension,theft,2,2023,4,17,13,Vishu,low
Tiruchendur Road,theft,7,2023,6,5,15,Diwali,moderate
New Colony,robbery,9,2024,10,18,21,Ayudha Pooja,high
Thoothukudi Port,murder,4,2024,1,3,6,Vishu,low
Mattakadai,murder,8,2023,11,26,0,,moderate
Kovilpillai Nagar,assault,10,2024,6,6,18,Pongal,moderate
Bryant Nagar,murder,8,2023,1,19,8,,moderate
Victoria Extension,murder,8,2024,1,10,14,Vishu,moderate
Tiruchendur Road,harassment,7,2023,7,9,3,Ayudha Pooja,high
Mattakadai,drug abuse,3,2024,7,10,9,Christmas,high
Muthiahpuram,harassment,1,2023,3,5,6,,moderate
Victoria Extension,murder,8,2024,12,28,17,Christmas,high
Third Mile,theft,2,2023,6,16,13,Diwali,low
Beach Road,vandalism,5,2024,4,3,19,,moderate
Muthiahpuram,vandalism,10,2023,10,1,19,Pongal,low
Kovilpillai Nagar,harassment,3,2024,6,20,8,Christmas,moderate
Athimarapatti,murder,3,2024,7,1,4,Vishu,high
Third Mile,assault,10,2023,12,4,13,Vishu,high
Kovilpillai Nagar,harassment,1,2024,4,18,17,Diwali,moderate
Nazreth,robbery,2,2024,12,16,23,Diwali,moderate
Beach Road,murder,8,2024,1,16,5,Christmas,high
Pearl City,harassment,8,2024,7,23,2,Ayudha Pooja,moderate
Kovilpillai Nagar,assault,1,2024,2,2,19,Ayudha Pooja,moderate
Third Mile,harassment,3,2023,1,26,10,Vishu,low
Muthiahpuram,robbery,8,2023,3,27,1,Christmas,high
Thoothukudi Port,drug abuse,1,2023,1,20,5,Pongal,moderate
Athimarapatti,harassment,9,2023,8,5,12,Vishu,high
Bryant Nagar,assault,2,2023,8,10,21,New Year,low
Pearl City,robbery,2,2023,6,20,11,Pongal,low
Pearl City,theft,6,2023,12,2,1,Vishu,low
Athimarapatti,assault,2,2023,4,13,9,Diwali,moderate
Tiruchendur Road,assault,1,2023,3,19,3,Pongal,low
Victoria Extension,harassment,7,2023,5,10,0,,low
Therespuram,murder,3,2023,12,11,8,New Year,low
Pearl City,harassment,3,2023,9,18,7,New Year,low
Beach Road,drug abuse,3,2023,6,27,5,New Year,low
Victoria Extension,assault,2,2024,6,24,13,Pongal,low
Bryant Nagar,harassment,5,2024,5,18,20,Vishu,high
Pearl City,drug abuse,1,2023,1,27,23,Diwali,low
Thoothukudi Port,assault,3,2024,7,15,22,,high
New Colony,murder,4,2024,9,16,21,Diwali,high
Beach Road,murder,5,2024,6,14,7,Pongal,high
Mattakadai,murder,5,2023,1,18,9,,high
Tiruchendur Road,harassment,5,2023,12,25,9,Pongal,moderate
Third Mile,harassment,9,2024,3,22,16,Vishu,high
Tiruchendur Road,vandalism,8,2024,2,6,8,,moderate
Kovilpillai Nagar,murder,6,2024,12,26,1,Pongal,moderate
Athimarapatti,vandalism,10,2023,10,25,20,Pongal,high
Mattakadai,theft,9,2024,4,30,5,Vishu,high
Nazreth,murder,3,2023,12,22,3,,low
Therespuram,drug abuse,8,2024,1,7,21,Ayudha Pooja,low
Kovilpillai Nagar,murder,6,2023,7,19,18,New Year,high
Kovilpillai Nagar,robbery,8,2024,12,29,7,Ayudha Pooja,high
Third Mile,theft,6,2024,10,23,8,Diwali,moderate
Mattakadai,robbery,1,2024,2,28,13,New Year,moderate
Kovilpillai Nagar,assault,7,2024,9,27,1,Vishu,moderate
Therespuram,harassment,8,2023,9,21,1,,moderate
Athimarapatti,assault,6,2024,2,6,11,Ayudha Pooja,low
Nazreth,vandalism,9,2024,8,13,7,,low
New Colony,theft,1,2024,2,22,21,Vishu,moderate
New Colony,harassment,5,2023,1,17,7,Pongal,moderate
Muthiahpuram,drug abuse,5,2023,3,13,13,Diwali,moderate
Athimarapatti,assault,10,2023,1,19,20,Pongal,moderate
Therespuram,assault,6,2023,9,13,9,Ayudha Pooja,high
Bryant Nagar,murder,10,2024,10,28,11,Pongal,moderate
New Colony,murder,6,2024,2,24,19,Vishu,high
Therespuram,robbery,6,2023,12,4,7,Ayudha Pooja,high
Muthiahpuram,theft,5,2024,7,4,22,New Year,high
Muthiahpuram,assault,1,2024,10,24,0,Vishu,high
Muthiahpuram,assault,5,2023,12,1,5,Diwali,high
Pearl City,vandalism,4,2024,2,25,9,Diwali,moderate
Therespuram,murder,10,2024,5,3,3,,moderate
Muthiahpuram,robbery,3,2024,7,4,23,,moderate
Third Mile,drug abuse,10,2024,7,20,17,Vishu,low
Therespuram,murder,3,2024,6,5,14,Ayudha Pooja,moderate
Mattakadai,drug abuse,5,2024,8,9,20,Diwali,high
Thoothukudi Port,harassment,9,2023,12,4,5,New Year,moderate
Bryant Nagar,harassment,9,2023,2,1,17,,low
Therespuram,harassment,6,2023,3,12,10,Ayudha Pooja,low
Kovilpillai Nagar,murder,2,2024,10,30,21,Diwali,high
Athimarapatti,assault,9,2023,8,9,18,Vishu,low
Third Mile,murder,9,2023,1,11,2,Pongal,low
Millerpuram,murder,4,2023,8,22,18,Pongal,low
Third Mile,theft,10,2023,5,16,17,Diwali,low
Therespuram,harassment,10,2024,11,9,3,Diwali,low
New Colony,theft,9,2023,2,5,15,Ayudha Pooja,moderate
Millerpuram,murder,1,2023,8,6,23,Diwali,high
Bryant Nagar,drug abuse,9,2024,4,4,3,Diwali,low
Kovilpillai Nagar,theft,3,2024,7,17,22,,low
Millerpuram,drug abuse,3,2023,9,24,11,New Year,moderate
Mattakadai,theft,3,2024,4,12,14,,moderate
Nazreth,murder,8,2024,7,26,11,Christmas,low
Mattakadai,drug abuse,8,2024,4,12,21,Ayudha Pooja,low
Beach Road,theft,7,2023,9,16,12,Ayudha Pooja,moderate
Pearl City,assault,9,2024,6,1,19,,high
Beach Road,assault,2,2023,8,15,7,Vishu,high
Bryant Nagar,robbery,8,2023,3,25,15,Pongal,low
Muthiahpuram,murder,4,2024,7,21,13,Christmas,moderate
Bryant Nagar,theft,10,2024,9,10,19,Christmas,low
Thoothukudi Port,vandalism,6,2024,12,21,11,New Year,moderate
Therespuram,murder,2,2024,2,26,21,Pongal,low
Thoothukudi Port,drug abuse,7,2023,3,3,20,,moderate
Thoothukudi Port,harassment,3,2023,6,23,13,Diwali,low
Beach Road,drug abuse,10,2024,3,6,11,Pongal,moderate
Thoothukudi Port,harassment,2,2024,10,16,19,Vishu,high
Thoothukudi Port,drug abuse,10,2024,6,6,2,,low
Tiruchendur Road,vandalism,6,2023,5,1,19,,high
Thoothukudi Port,harassment,9,2023,1,6,12,New Year,high
Mattakadai,assault,2,2024,4,21,5,New Year,high
Beach Road,robbery,7,2024,1,22,2,Christmas,low
Bryant Nagar,assault,8,2023,11,21,6,New Year,high
Third Mile,harassment,5,2024,12,6,0,Diwali,moderate
Tiruchendur Road,murder,5,2023,11,11,21,Ayudha Pooja,moderate
Third Mile,drug abuse,2,2023,8,28,19,New Year,low
Athimarapatti,robbery,7,2024,7,9,6,Vishu,high
New Colony,harassment,5,2023,1,4,7,Pongal,high
Nazreth,theft,9,2024,5,3,0,Christmas,high
Athimarapatti,assault,7,2024,11,22,0,,moderate
Mattakadai,theft,4,2023,10,13,9,,high
Therespuram,drug abuse,8,2023,4,6,2,Diwali,high
Kovilpillai Nagar,drug abuse,5,2023,12,12,4,,moderate
Muthiahpuram,harassment,5,2023,7,4,14,New Year,moderate
Mattakadai,harassment,6,2024,5,18,14,,moderate
Third Mile,vandalism,6,2023,1,9,4,Ayudha Pooja,low
Kovilpillai Nagar,vandalism,7,2024,10,12,17,Christmas,high
Kovilpillai Nagar,harassment,2,2024,12,22,4,Diwali,moderate
Therespuram,theft,5,2023,9,30,18,,low
Bryant Nagar,harassment,4,2023,11,8,1,,high
Millerpuram,vandalism,8,2023,6,27,7,New Year,high
New Colony,drug abuse,8,2024,7,26,21,Vishu,moderate
Tiruchendur Road,vandalism,3,2023,1,24,17,Vishu,high
Kovilpillai Nagar,robbery,3,2024,7,18,19,New Year,moderate
Kovilpillai Nagar,drug abuse,3,2024,1,12,7,Vishu,high
Bryant Nagar,assault,2,2024,5,12,23,Ayudha Pooja,moderate
Therespuram,assault,5,2023,11,8,9,Vishu,high
Kovilpillai Nagar,theft,7,2023,5,10,4,Diwali,high
Mattakadai,vandalism,4,2024,1,24,23,Christmas,high
Third Mile,robbery,10,2023,8,15,11,New Year,low
Pearl City,harassment,4,2024,11,29,23,Pongal,moderate
Victoria Extension,murder,1,2023,11,6,18,Christmas,moderate
Millerpuram,harassment,10,2023,5,23,7,Ayudha Pooja,high
Victoria Extension,harassment,6,2023,4,17,2,New Year,moderate
Tiruchendur Road,murder,9,2024,4,4,19,New Year,moderate
Mattakadai,murder,3,2023,8,9,20,Vishu,high
New Colony,murder,5,2024,8,1,10,Pongal,moderate
Bryant Nagar,murder,2,2024,12,23,8,Diwali,low
Mattakadai,robbery,3,2024,6,24,4,Diwali,low
Kovilpillai Nagar,vandalism,3,2024,7,10,23,Pongal,low
Beach Road,theft,4,2023,7,19,9,,moderate
Nazreth,harassment,4,2023,10,30,19,Christmas,high
Victoria Extension,harassment,10,2024,7,28,15,Vishu,high
Third Mile,robbery,1,2024,4,28,9,New Year,moderate
Nazreth,drug abuse,8,2024,8,8,12,Christmas,moderate
Beach Road,robbery,10,2023,6,17,8,Pongal,low
Bryant Nagar,murder,9,2023,7,15,14,Pongal,moderate
Muthiahpuram,harassment,5,2024,3,15,12,New Year,high
Muthiahpuram,murder,9,2023,2,20,3,Pongal,low
Pearl City,murder,4,2023,6,21,22,Diwali,moderate
New Colony,vandalism,3,2024,10,14,11,Vishu,moderate
Muthiahpuram,harassment,7,2024,5,14,6,Vishu,low
Athimarapatti,vandalism,8,2024,1,22,8,Christmas,high
Thoothukudi Port,murder,7,2023,5,6,4,Vishu,high
Thoothukudi Port,vandalism,4,2023,10,18,22,Pongal,low
Therespuram,murder,9,2024,9,8,6,Diwali,high
Victoria Extension,drug abuse,9,2023,9,28,1,New Year,moderate
Beach Road,vandalism,8,2024,2,14,6,New Year,moderate
Beach Road,assault,10,2024,12,28,22,Pongal,high
Thoothukudi Port,theft,9,2024,1,21,7,,high
Victoria Extension,theft,7,2023,6,26,1,Christmas,moderate
Nazreth,vandalism,7,2024,8,21,5,Christmas,high
Beach Road,drug abuse,8,2023,5,24,15,Ayudha Pooja,moderate
Therespuram,robbery,1,2023,10,1,19,Christmas,high
New Colony,assault,1,2024,12,21,20,Vishu,low
Kovilpillai Nagar,assault,10,2023,5,28,1,Ayudha Pooja,low
Athimarapatti,assault,2,2024,10,19,18,,moderate
Athimarapatti,vandalism,6,2024,4,13,20,Christmas,high
Muthiahpuram,robbery,1,2023,6,19,4,Pongal,moderate
Nazreth,vandalism,10,2024,1,30,22,New Year,moderate
Nazreth,vandalism,1,2023,1,2,15,Diwali,moderate
New Colony,vandalism,4,2023,6,7,11,Vishu,high
Thoothukudi Port,murder,3,2023,2,18,20,New Year,low
Muthiahpuram,theft,4,2023,6,19,2,Pongal,high
Pearl City,murder,7,2024,6,7,17,Vishu,moderate
Therespuram,harassment,10,2023,2,17,14,Ayudha Pooja,high
Thoothukudi Port,harassment,3,2023,8,25,22,Vishu,high
New Colony,drug abuse,9,2024,7,23,19,Christmas,high
Mattakadai,robbery,1,2023,2,3,4,Christmas,high
New Colony,harassment,6,2024,9,8,11,Pongal,low
Pearl City,robbery,5,2023,2,11,11,Vishu,high
Thoothukudi Port,vandalism,8,2024,6,4,4,Vishu,high
Tiruchendur Road,vandalism,3,2024,6,2,7,Pongal,moderate
Thoothukudi Port,robbery,5,2023,9,26,22,Ayudha Pooja,moderate
Beach Road,assault,8,2024,9,3,17,Diwali,moderate
New Colony,harassment,3,2024,12,16,23,New Year,moderate
Muthiahpuram,vandalism,5,2023,12,8,8,Vishu,moderate
Pearl City,murder,9,2023,9,2,11,Christmas,high
Muthiahpuram,theft,6,2024,3,14,12,Diwali,moderate
Mattakadai,assault,10,2023,7,23,3,,low
New Colony,assault,5,2023,1,31,15,,moderate
Therespuram,assault,2,2024,7,29,21,Christmas,low
Kovilpillai Nagar,harassment,1,2023,8,27,3,Christmas,high
Millerpuram,murder,10,2024,9,23,12,New Year,high
Victoria Extension,robbery,1,2024,5,17,15,,moderate
Nazreth,murder,10,2023,3,8,14,Pongal,low
Millerpuram,murder,3,2024,6,7,12,Ayudha Pooja,low
Victoria Extension,vandalism,2,2023,2,24,7,Vishu,low
Tiruchendur Road,drug abuse,8,2023,8,18,14,Diwali,moderate
Tiruchendur Road,murder,6,2023,3,30,21,,low
Pearl City,harassment,1,2023,6,4,19,Pongal,moderate
Therespuram,robbery,8,2024,12,3,20,New Year,moderate
Thoothukudi Port,drug abuse,5,2023,11,6,14,Pongal,moderate
Millerpuram,murder,7,2024,8,22,19,Pongal,moderate
New Colony,robbery,7,2023,2,9,13,Ayudha Pooja,high
Beach Road,robbery,4,2023,1,5,0,Ayudha Pooja,low
Pearl City,harassment,4,2024,2,9,22,Ayudha Pooja,moderate
Athimarapatti,vandalism,8,2024,4,14,7,Diwali,low
Mattakadai,vandalism,3,2024,4,21,19,,moderate
Pearl City,assault,7,2024,10,21,20,Diwali,moderate
Therespuram,harassment,7,2024,10,3,13,Ayudha Pooja,high
Therespuram,theft,5,2024,8,2,1,Diwali,low
Athimarapatti,murder,9,2023,9,7,17,New Year,low
Therespuram,vandalism,9,2024,6,19,17,Vishu,high
Victoria Extension,theft,6,2024,11,6,1,Christmas,low
New Colony,theft,2,2024,11,2,5,Diwali,high
Bryant Nagar,assault,6,2023,3,22,21,,high
Tiruchendur Road,assault,6,2023,4,22,5,Vishu,moderate
Athimarapatti,theft,8,2023,2,8,23,Vishu,high
Muthiahpuram,drug abuse,5,2023,3,11,16,Pongal,low
Beach Road,vandalism,8,2024,4,28,11,Vishu,moderate
Victoria Extension,vandalism,1,2023,2,26,5,Ayudha Pooja,low
Mattakadai,harassment,6,2024,1,12,2,,high
Thoothukudi Port,assault,3,2023,3,10,11,Christmas,moderate
Tiruchendur Road,theft,4,2024,10,15,0,Diwali,moderate
Third Mile,robbery,4,2023,1,2,9,New Year,high
Muthiahpuram,assault,6,2024,12,2,18,Ayudha Pooja,moderate
Victoria Extension,harassment,4,2023,3,26,2,,low
Muthiahpuram,murder,5,2024,3,17,7,Vishu,moderate
Nazreth,vandalism,5,2024,10,13,8,Christmas,high
Muthiahpuram,murder,9,2024,6,6,19,,high
Bryant Nagar,theft,8,2023,8,30,23,Christmas,high
New Colony,robbery,5,2024,12,12,15,Diwali,moderate
Victoria Extension,assault,10,2023,2,2,2,Diwali,moderate
Tiruchendur Road,assault,7,2024,1,8,14,Diwali,moderate
Mattakadai,assault,10,2023,11,9,23,Christmas,high
Beach Road,drug abuse,9,2023,5,2,21,Pongal,high
Therespuram,vandalism,10,2023,11,21,15,Vishu,high
Kovilpillai Nagar,murder,7,2024,3,16,11,Diwali,high
New Colony,murder,7,2023,7,5,21,,low
New Colony,harassment,10,2023,12,18,22,Ayudha Pooja,high
Tiruchendur Road,theft,4,2023,5,19,2,,low
Third Mile,theft,7,2023,11,29,12,Pongal,moderate
Tiruchendur Road,vandalism,7,2024,7,19,21,Ayudha Pooja,high
Mattakadai,murder,7,2023,3,25,11,Vishu,low
Therespuram,theft,1,2024,5,24,23,Pongal,moderate
Kovilpillai Nagar,vandalism,4,2024,2,6,7,Vishu,low
Nazreth,robbery,1,2024,4,5,20,Diwali,moderate
Nazreth,harassment,7,2024,1,11,0,Ayudha Pooja,low
Muthiahpuram,robbery,5,2024,7,26,4,,low
Mattakadai,assault,9,2023,11,25,9,New Year,low
Mattakadai,vandalism,5,2023,4,15,23,New Year,moderate
Mattakadai,murder,5,2024,4,13,1,Diwali,low
Kovilpillai Nagar,drug abuse,7,2023,12,29,20,Vishu,high
Third Mile,murder,3,2023,1,20,10,,moderate
Tiruchendur Road,robbery,1,2024,9,2,1,Diwali,high
Third Mile,drug abuse,6,2024,2,3,15,,low
Third Mile,vandalism,9,2024,10,1,8,Pongal,low
Nazreth,harassment,10,2024,2,10,6,Ayudha Pooja,high
Third Mile,robbery,5,2023,7,9,13,,low
New Colony,theft,3,2024,8,28,10,Ayudha Pooja,moderate
Bryant Nagar,vandalism,3,2023,5,24,16,Vishu,high
Third Mile,theft,10,2024,3,2,11,Diwali,high
Beach Road,theft,5,2023,8,16,16,,moderate
Millerpuram,harassment,7,2024,6,26,21,Diwali,high
Muthiahpuram,assault,3,2023,10,12,21,Ayudha Pooja,high
Muthiahpuram,murder,1,2024,4,25,8,Christmas,moderate
New Colony,assault,1,2023,4,14,19,,moderate
New Colony,murder,7,2023,9,17,19,Diwali,moderate
Millerpuram,assault,2,2024,8,3,19,Vishu,low
Third Mile,vandalism,7,2023,2,21,2,Pongal,moderate
Victoria Extension,robbery,10,2024,2,3,7,Christmas,low
Pearl City,murder,8,2024,4,24,5,,high
Tiruchendur Road,drug abuse,7,2024,6,17,14,,low
Mattakadai,theft,8,2023,3,20,14,Christmas,low
Athimarapatti,vandalism,4,2024,4,9,19,Ayudha Pooja,high
Muthiahpuram,assault,5,2024,4,13,7,Vishu,moderate
Muthiahpuram,robbery,2,2024,5,2,11,Vishu,high
Mattakadai,robbery,7,2023,4,9,16,Vishu,moderate
Athimarapatti,theft,9,2024,3,5,20,Diwali,high
Bryant Nagar,drug abuse,2,2023,4,22,12,Vishu,high
Victoria Extension,drug abuse,5,2024,11,10,0,,moderate
Kovilpillai Nagar,drug abuse,10,2023,10,26,9,,moderate
Mattakadai,murder,10,2023,1,14,13,Diwali,moderate
Third Mile,murder,5,2023,1,2,5,Diwali,high
Athimarapatti,vandalism,9,2024,11,21,7,Pongal,high
Bryant Nagar,theft,1,2024,9,23,13,New Year,high
Athimarapatti,harassment,7,2023,5,24,18,,low
Nazreth,vandalism,8,2024,6,9,18,Diwali,high
Millerpuram,vandalism,9,2024,8,12,14,Christmas,low
Bryant Nagar,assault,7,2024,4,29,6,New Year,high
Beach Road,drug abuse,1,2024,7,31,0,Christmas,high
Therespuram,theft,9,2024,8,5,23,Ayudha Pooja,high
Nazreth,drug abuse,2,2024,4,25,16,Vishu,low
Millerpuram,murder,6,2024,8,19,9,Pongal,moderate
Pearl City,harassment,4,2024,10,21,15,New Year,high
Victoria Extension,drug abuse,5,2024,8,7,13,,high
Kovilpillai Nagar,drug abuse,9,2024,11,18,18,Diwali,low
Tiruchendur Road,harassment,5,2023,12,12,20,New Year,high
Thoothukudi Port,robbery,10,2024,7,16,2,Christmas,high
Therespuram,drug abuse,4,2023,9,10,7,Diwali,low
